Date,Hospital,State,Daily,Blood_a,Blood_b,Blood_o,Blood_ab,Location_centre,Location_mobile,Type_wholeblood,Type_apheresis_platelet,Type_apheresis_plasma,Type_other,Social_civilian,Social_student,Social_policearmy,Donations_new,Donations_regular,Donations_irregular
16/10/2022,Hospital Sibu,Sarawak,85,23,18,38,6,0,85,85,0,0,0,83,2,0,17,55,13
16/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),1063,247,291,474,51,179,884,1063,0,0,0,976,80,7,157,627,279
17/10/2022,Hospital Sultanah Nora Ismail,Johor,6,4,1,1,0,6,0,6,0,0,0,6,0,0,1,4,1
17/10/2022,Hospital Sultanah Aminah,Johor,136,27,36,62,11,47,89,136,0,0,0,133,1,2,53,59,24
17/10/2022,Hospital Sultanah Bahiyah,Kedah,55,12,18,21,4,15,40,55,0,0,0,43,12,0,23,22,10
17/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,65,11,19,30,5,10,55,65,0,0,0,55,6,4,22,33,10
17/10/2022,Hospital Melaka,Melaka,15,3,4,8,0,15,0,15,0,0,0,14,1,0,0,14,1
17/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,22,9,7,6,0,22,0,22,0,0,0,21,1,0,2,18,2
17/10/2022,Hospital Tengku Ampuan Afzan,Pahang,13,6,2,4,1,13,0,13,0,0,0,9,4,0,1,12,0
17/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,9,2,3,3,1,9,0,9,0,0,0,8,1,0,0,9,0
17/10/2022,Hospital Seberang Jaya,Pulau Pinang,9,2,3,4,0,7,2,9,0,0,0,9,0,0,0,8,1
17/10/2022,Hospital Pulau Pinang,Pulau Pinang,47,15,12,20,0,36,11,45,2,0,0,44,3,0,6,40,1
17/10/2022,Hospital Raja Permaisuri Bainun,Perak,56,12,22,20,2,8,48,53,3,0,0,56,0,0,7,37,12
17/10/2022,Hospital Taiping,Perak,21,7,4,10,0,21,0,20,1,0,0,20,1,0,0,18,3
17/10/2022,Hospital Seri Manjung,Perak,6,3,0,2,1,6,0,6,0,0,0,6,0,0,1,5,0
17/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,36,6,8,17,5,12,24,36,0,0,0,34,2,0,9,23,4
17/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,85,25,21,32,7,11,74,85,0,0,0,9,76,0,59,23,3
17/10/2022,Hospital Queen Elizabeth II,Sabah,21,4,3,13,1,8,13,17,4,0,0,21,0,0,2,14,5
17/10/2022,Hospital Duchess Of Kent,Sabah,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
17/10/2022,Hospital Tawau,Sabah,17,2,5,10,0,17,0,17,0,0,0,17,0,0,3,10,4
17/10/2022,Hospital Umum Sarawak,Sarawak,33,9,10,14,0,33,0,33,0,0,0,33,0,0,2,29,2
17/10/2022,Hospital Miri,Sarawak,15,3,5,6,1,15,0,15,0,0,0,13,1,1,4,10,1
17/10/2022,Hospital Sibu,Sarawak,38,10,8,18,2,11,27,38,0,0,0,37,1,0,8,21,9
17/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),357,100,94,147,16,129,228,335,11,11,0,290,67,0,70,212,75
18/10/2022,Hospital Sultanah Nora Ismail,Johor,5,0,3,2,0,5,0,5,0,0,0,5,0,0,0,5,0
18/10/2022,Hospital Sultanah Aminah,Johor,72,20,19,27,6,16,56,71,1,0,0,67,4,1,12,35,25
18/10/2022,Hospital Sultanah Bahiyah,Kedah,56,12,20,22,2,18,38,56,0,0,0,28,28,0,26,22,8
18/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,43,11,9,22,1,18,25,43,0,0,0,36,7,0,7,28,8
18/10/2022,Hospital Melaka,Melaka,49,12,13,19,5,17,32,49,0,0,0,47,2,0,11,30,8
18/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,26,4,9,13,0,26,0,26,0,0,0,25,1,0,1,23,2
18/10/2022,Hospital Tengku Ampuan Afzan,Pahang,136,30,31,63,12,13,123,136,0,0,0,132,4,0,48,37,51
18/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,8,1,2,4,1,8,0,8,0,0,0,8,0,0,2,6,0
18/10/2022,Hospital Seberang Jaya,Pulau Pinang,18,5,6,7,0,13,5,18,0,0,0,16,2,0,4,10,4
18/10/2022,Hospital Pulau Pinang,Pulau Pinang,74,25,21,27,1,31,43,72,2,0,0,72,2,0,16,47,11
18/10/2022,Hospital Raja Permaisuri Bainun,Perak,79,22,25,29,3,14,65,77,2,0,0,78,1,0,15,35,29
18/10/2022,Hospital Taiping,Perak,11,2,2,7,0,11,0,10,1,0,0,11,0,0,1,9,1
18/10/2022,Hospital Seri Manjung,Perak,6,2,0,4,0,6,0,6,0,0,0,6,0,0,1,5,0
18/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,39,9,8,19,3,4,35,39,0,0,0,38,1,0,17,6,16
18/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,36,8,16,11,1,10,26,36,0,0,0,31,5,0,15,13,8
18/10/2022,Hospital Queen Elizabeth II,Sabah,78,15,20,40,3,12,66,78,0,0,0,49,28,1,21,36,21
18/10/2022,Hospital Duchess Of Kent,Sabah,11,4,3,4,0,5,6,11,0,0,0,11,0,0,6,2,3
18/10/2022,Hospital Tawau,Sabah,40,8,14,18,0,7,33,40,0,0,0,40,0,0,9,11,20
18/10/2022,Hospital Umum Sarawak,Sarawak,74,11,25,33,5,37,37,74,0,0,0,71,3,0,19,40,15
18/10/2022,Hospital Miri,Sarawak,12,2,1,8,1,12,0,12,0,0,0,12,0,0,1,9,2
18/10/2022,Hospital Sibu,Sarawak,9,2,2,2,3,9,0,9,0,0,0,8,0,1,0,7,2
18/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),596,156,162,244,34,95,501,574,14,8,0,520,67,9,121,288,187
19/10/2022,Hospital Sultanah Nora Ismail,Johor,2,1,0,1,0,2,0,2,0,0,0,1,1,0,0,2,0
19/10/2022,Hospital Sultanah Aminah,Johor,135,42,36,52,5,24,111,135,0,0,0,132,2,1,22,43,70
19/10/2022,Hospital Sultanah Bahiyah,Kedah,58,11,20,23,4,15,43,58,0,0,0,56,2,0,11,36,11
19/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,74,15,17,35,7,14,60,73,1,0,0,71,2,1,35,19,20
19/10/2022,Hospital Melaka,Melaka,230,57,75,87,11,12,218,230,0,0,0,36,5,189,42,68,120
19/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,79,22,21,36,0,29,50,79,0,0,0,42,37,0,22,43,14
19/10/2022,Hospital Tengku Ampuan Afzan,Pahang,27,10,5,11,1,12,15,27,0,0,0,26,0,1,4,16,7
19/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,63,11,26,22,4,4,59,63,0,0,0,42,21,0,46,7,10
19/10/2022,Hospital Seberang Jaya,Pulau Pinang,55,15,16,24,0,7,48,55,0,0,0,49,6,0,33,7,15
19/10/2022,Hospital Pulau Pinang,Pulau Pinang,65,14,16,29,6,30,35,59,6,0,0,62,2,1,20,29,16
19/10/2022,Hospital Raja Permaisuri Bainun,Perak,38,5,13,14,6,12,26,36,2,0,0,32,5,1,2,29,7
19/10/2022,Hospital Taiping,Perak,43,6,13,19,5,8,35,43,0,0,0,42,1,0,6,25,12
19/10/2022,Hospital Seri Manjung,Perak,9,1,4,4,0,9,0,9,0,0,0,8,1,0,2,6,1
19/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,53,12,15,19,7,10,43,53,0,0,0,45,7,1,4,33,16
19/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,8,2,1,3,2,8,0,6,2,0,0,8,0,0,0,7,1
19/10/2022,Hospital Queen Elizabeth II,Sabah,51,15,10,26,0,4,47,51,0,0,0,51,0,0,19,15,17
19/10/2022,Hospital Duchess Of Kent,Sabah,15,3,3,9,0,2,13,15,0,0,0,15,0,0,1,10,4
19/10/2022,Hospital Tawau,Sabah,17,7,3,5,2,7,10,17,0,0,0,17,0,0,6,5,6
19/10/2022,Hospital Umum Sarawak,Sarawak,81,21,23,30,7,36,45,81,0,0,0,78,3,0,17,46,18
19/10/2022,Hospital Miri,Sarawak,67,13,15,34,5,13,54,67,0,0,0,59,5,3,29,21,17
19/10/2022,Hospital Sibu,Sarawak,36,7,11,17,1,4,32,36,0,0,0,36,0,0,9,24,3
19/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),517,128,143,231,15,120,397,493,13,11,0,402,110,5,131,260,126
20/10/2022,Hospital Sultanah Nora Ismail,Johor,3,1,1,0,1,3,0,3,0,0,0,3,0,0,0,2,1
20/10/2022,Hospital Sultanah Aminah,Johor,94,27,24,38,5,19,75,94,0,0,0,86,7,1,25,55,14
20/10/2022,Hospital Sultanah Bahiyah,Kedah,35,6,10,18,1,11,24,34,1,0,0,16,18,1,10,20,5
20/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,26,11,5,8,2,17,9,26,0,0,0,24,2,0,6,15,5
20/10/2022,Hospital Melaka,Melaka,17,4,2,7,4,17,0,16,1,0,0,16,1,0,1,15,1
20/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,51,12,13,25,1,33,18,51,0,0,0,44,7,0,12,30,9
20/10/2022,Hospital Tengku Ampuan Afzan,Pahang,9,5,1,3,0,9,0,9,0,0,0,9,0,0,0,9,0
20/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,9,1,3,5,0,9,0,9,0,0,0,8,1,0,1,8,0
20/10/2022,Hospital Seberang Jaya,Pulau Pinang,55,11,20,23,1,11,44,55,0,0,0,53,2,0,19,13,23
20/10/2022,Hospital Pulau Pinang,Pulau Pinang,50,14,7,26,3,28,22,43,7,0,0,48,1,1,18,26,6
20/10/2022,Hospital Raja Permaisuri Bainun,Perak,85,15,29,32,9,9,76,83,2,0,0,80,4,1,13,58,14
20/10/2022,Hospital Taiping,Perak,42,11,12,11,8,10,32,40,2,0,0,41,1,0,11,23,8
20/10/2022,Hospital Seri Manjung,Perak,54,15,3,35,1,3,51,54,0,0,0,54,0,0,13,13,28
20/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,41,8,16,17,0,12,29,41,0,0,0,40,1,0,5,28,8
20/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,208,58,63,74,13,0,208,208,0,0,0,152,13,43,68,106,34
20/10/2022,Hospital Queen Elizabeth II,Sabah,48,8,13,25,2,3,45,48,0,0,0,44,4,0,25,13,10
20/10/2022,Hospital Duchess Of Kent,Sabah,9,4,3,2,0,3,6,9,0,0,0,9,0,0,2,7,0
20/10/2022,Hospital Tawau,Sabah,4,0,0,3,1,4,0,4,0,0,0,4,0,0,0,3,1
20/10/2022,Hospital Umum Sarawak,Sarawak,84,19,27,36,2,37,47,84,0,0,0,76,0,8,15,56,13
20/10/2022,Hospital Miri,Sarawak,9,0,3,5,1,9,0,9,0,0,0,9,0,0,0,9,0
20/10/2022,Hospital Sibu,Sarawak,9,2,1,4,2,9,0,9,0,0,0,9,0,0,2,7,0
20/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),341,92,103,134,12,105,236,318,12,11,0,312,25,4,75,179,87
21/10/2022,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2022,Hospital Sultanah Aminah,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2022,Hospital Sultanah Bahiyah,Kedah,95,20,35,32,8,0,95,95,0,0,0,48,47,0,37,42,16
21/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,25,6,6,9,4,0,25,25,0,0,0,20,4,1,7,12,6
21/10/2022,Hospital Melaka,Melaka,16,4,3,8,1,16,0,15,1,0,0,15,1,0,0,13,3
21/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,19,5,2,12,0,19,0,19,0,0,0,16,3,0,3,12,4
21/10/2022,Hospital Tengku Ampuan Afzan,Pahang,7,1,1,4,1,7,0,7,0,0,0,7,0,0,1,6,0
21/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,28,7,8,10,3,8,20,28,0,0,0,26,0,2,5,22,1
21/10/2022,Hospital Seberang Jaya,Pulau Pinang,11,2,2,7,0,11,0,11,0,0,0,10,1,0,1,7,3
21/10/2022,Hospital Pulau Pinang,Pulau Pinang,47,11,11,22,3,47,0,44,3,0,0,42,5,0,5,39,3
21/10/2022,Hospital Raja Permaisuri Bainun,Perak,29,7,9,13,0,7,22,27,2,0,0,29,0,0,1,25,3
21/10/2022,Hospital Taiping,Perak,14,5,4,5,0,14,0,12,2,0,0,14,0,0,2,12,0
21/10/2022,Hospital Seri Manjung,Perak,2,0,1,0,1,2,0,2,0,0,0,2,0,0,0,1,1
21/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,21,4,6,10,1,8,13,19,2,0,0,20,1,0,3,14,4
21/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2022,Hospital Queen Elizabeth II,Sabah,30,8,9,10,3,4,26,29,1,0,0,30,0,0,5,15,10
21/10/2022,Hospital Duchess Of Kent,Sabah,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
21/10/2022,Hospital Tawau,Sabah,20,7,4,6,3,7,13,20,0,0,0,20,0,0,3,10,7
21/10/2022,Hospital Umum Sarawak,Sarawak,23,7,4,10,2,23,0,23,0,0,0,19,4,0,0,22,1
21/10/2022,Hospital Miri,Sarawak,11,3,3,4,1,11,0,11,0,0,0,11,0,0,0,10,1
21/10/2022,Hospital Sibu,Sarawak,7,1,3,2,1,7,0,7,0,0,0,7,0,0,1,6,0
21/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),291,83,75,123,10,108,183,266,15,10,0,258,17,16,60,186,45
22/10/2022,Hospital Sultanah Nora Ismail,Johor,18,1,7,8,2,0,18,18,0,0,0,17,1,0,2,16,0
22/10/2022,Hospital Sultanah Aminah,Johor,77,14,23,31,9,0,77,77,0,0,0,76,1,0,21,30,26
22/10/2022,Hospital Sultanah Bahiyah,Kedah,84,20,32,25,7,0,84,84,0,0,0,59,24,1,33,36,15
22/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,35,10,6,17,2,0,35,35,0,0,0,33,1,1,21,5,9
22/10/2022,Hospital Melaka,Melaka,104,23,26,51,4,3,101,104,0,0,0,98,6,0,29,41,34
22/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,102,27,26,49,0,0,102,102,0,0,0,83,15,4,20,54,28
22/10/2022,Hospital Tengku Ampuan Afzan,Pahang,32,9,9,9,5,0,32,32,0,0,0,27,5,0,10,15,7
22/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,24,6,7,9,2,0,24,24,0,0,0,24,0,0,12,10,2
22/10/2022,Hospital Seberang Jaya,Pulau Pinang,78,19,21,29,9,0,78,78,0,0,0,76,2,0,58,12,8
22/10/2022,Hospital Pulau Pinang,Pulau Pinang,49,14,15,18,2,0,49,49,0,0,0,49,0,0,11,29,9
22/10/2022,Hospital Raja Permaisuri Bainun,Perak,87,23,21,34,9,0,87,87,0,0,0,76,10,1,6,67,14
22/10/2022,Hospital Taiping,Perak,56,13,13,24,6,0,56,56,0,0,0,51,5,0,7,38,11
22/10/2022,Hospital Seri Manjung,Perak,22,4,0,18,0,0,22,22,0,0,0,21,1,0,3,16,3
22/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,149,53,35,56,5,0,149,149,0,0,0,132,17,0,42,71,36
22/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,112,34,30,45,3,0,112,112,0,0,0,103,9,0,16,74,22
22/10/2022,Hospital Queen Elizabeth II,Sabah,127,30,38,55,4,5,122,127,0,0,0,107,20,0,34,72,21
22/10/2022,Hospital Duchess Of Kent,Sabah,40,10,8,18,4,0,40,40,0,0,0,39,1,0,12,22,6
22/10/2022,Hospital Tawau,Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/10/2022,Hospital Umum Sarawak,Sarawak,67,13,27,20,7,0,67,67,0,0,0,61,6,0,18,37,12
22/10/2022,Hospital Miri,Sarawak,57,12,14,22,9,0,57,57,0,0,0,57,0,0,10,31,16
22/10/2022,Hospital Sibu,Sarawak,93,25,23,37,8,0,93,93,0,0,0,91,2,0,20,61,12
22/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),803,213,233,341,16,152,651,773,16,14,0,720,72,11,130,500,173
23/10/2022,Hospital Sultanah Nora Ismail,Johor,120,35,40,42,3,9,111,120,0,0,0,110,10,0,21,74,25
23/10/2022,Hospital Sultanah Aminah,Johor,164,40,41,79,4,64,100,164,0,0,0,148,16,0,19,114,31
23/10/2022,Hospital Sultanah Bahiyah,Kedah,22,5,9,7,1,10,12,22,0,0,0,20,2,0,0,17,5
23/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,18,6,3,9,0,18,0,18,0,0,0,14,4,0,1,14,3
23/10/2022,Hospital Melaka,Melaka,151,35,37,69,10,0,151,151,0,0,0,134,17,0,30,91,30
23/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2022,Hospital Tengku Ampuan Afzan,Pahang,55,16,14,20,5,0,55,55,0,0,0,47,7,1,13,32,10
23/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2022,Hospital Seberang Jaya,Pulau Pinang,114,31,28,47,8,0,114,114,0,0,0,108,5,1,22,67,25
23/10/2022,Hospital Pulau Pinang,Pulau Pinang,63,16,18,22,7,0,63,63,0,0,0,58,4,1,18,34,11
23/10/2022,Hospital Raja Permaisuri Bainun,Perak,170,48,39,72,11,0,170,170,0,0,0,161,9,0,28,106,36
23/10/2022,Hospital Taiping,Perak,121,29,36,48,8,0,121,121,0,0,0,115,6,0,17,77,27
23/10/2022,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,130,33,40,57,0,0,130,130,0,0,0,119,11,0,22,80,28
23/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,15,4,7,3,1,15,0,14,1,0,0,13,2,0,0,12,3
23/10/2022,Hospital Queen Elizabeth II,Sabah,88,15,23,45,5,0,88,88,0,0,0,82,6,0,16,46,26
23/10/2022,Hospital Duchess Of Kent,Sabah,17,5,5,7,0,0,17,17,0,0,0,16,1,0,3,13,1
23/10/2022,Hospital Tawau,Sabah,187,48,53,77,9,0,187,187,0,0,0,177,4,6,49,105,33
23/10/2022,Hospital Umum Sarawak,Sarawak,115,27,32,48,8,71,44,115,0,0,0,106,8,1,19,76,20
23/10/2022,Hospital Miri,Sarawak,98,19,31,42,6,0,98,98,0,0,0,88,9,1,27,49,22
23/10/2022,Hospital Sibu,Sarawak,73,25,19,24,5,0,73,73,0,0,0,67,6,0,17,47,9
23/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),837,212,212,399,14,128,709,837,0,0,0,757,71,9,130,535,172
24/10/2022,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/2022,Hospital Sultanah Aminah,Johor,50,11,15,23,1,0,50,50,0,0,0,46,4,0,12,28,10
24/10/2022,Hospital Sultanah Bahiyah,Kedah,315,71,99,127,18,0,315,315,0,0,0,292,23,0,32,239,44
24/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,45,13,12,17,3,0,45,45,0,0,0,38,6,1,10,28,7
24/10/2022,Hospital Melaka,Melaka,112,21,37,46,8,0,112,112,0,0,0,95,15,2,19,84,9
24/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/2022,Hospital Tengku Ampuan Afzan,Pahang,92,25,21,41,5,0,92,92,0,0,0,86,6,0,19,58,15
24/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/2022,Hospital Seberang Jaya,Pulau Pinang,60,17,21,21,1,0,60,60,0,0,0,58,2,0,24,27,9
24/10/2022,Hospital Pulau Pinang,Pulau Pinang,34,7,8,18,1,0,34,34,0,0,0,31,3,0,16,6,12
24/10/2022,Hospital Raja Permaisuri Bainun,Perak,71,15,21,32,3,0,71,71,0,0,0,67,4,0,9,47,15
24/10/2022,Hospital Taiping,Perak,24,4,7,11,2,0,24,24,0,0,0,24,0,0,3,16,5
24/10/2022,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,129,45,30,51,3,0,129,129,0,0,0,117,11,1,22,68,39
24/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,64,10,19,31,4,0,64,64,0,0,0,45,19,0,15,33,16
24/10/2022,Hospital Queen Elizabeth II,Sabah,126,30,32,58,6,0,126,126,0,0,0,122,4,0,25,72,29
24/10/2022,Hospital Duchess Of Kent,Sabah,48,14,13,15,6,0,48,48,0,0,0,28,1,19,21,22,5
24/10/2022,Hospital Tawau,Sabah,6,1,0,3,2,0,6,6,0,0,0,4,0,2,1,4,1
24/10/2022,Hospital Umum Sarawak,Sarawak,22,6,5,10,1,22,0,22,0,0,0,20,2,0,4,16,2
24/10/2022,Hospital Miri,Sarawak,16,3,4,8,1,16,0,16,0,0,0,12,4,0,3,6,7
24/10/2022,Hospital Sibu,Sarawak,6,1,0,5,0,6,0,6,0,0,0,6,0,0,1,4,1
24/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),695,176,206,294,19,146,549,669,13,13,0,535,154,6,138,435,122
25/10/2022,Hospital Sultanah Nora Ismail,Johor,4,0,2,2,0,4,0,4,0,0,0,4,0,0,0,3,1
25/10/2022,Hospital Sultanah Aminah,Johor,80,19,14,41,6,27,53,79,1,0,0,75,4,1,16,44,20
25/10/2022,Hospital Sultanah Bahiyah,Kedah,10,2,2,4,2,10,0,10,0,0,0,9,1,0,2,6,2
25/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,46,7,16,20,3,13,33,46,0,0,0,15,31,0,34,9,3
25/10/2022,Hospital Melaka,Melaka,76,11,26,33,6,11,65,76,0,0,0,71,5,0,20,39,17
25/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,24,2,11,10,1,24,0,24,0,0,0,20,4,0,0,21,3
25/10/2022,Hospital Tengku Ampuan Afzan,Pahang,9,1,0,8,0,9,0,9,0,0,0,8,1,0,0,8,1
25/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,9,3,2,4,0,9,0,9,0,0,0,5,4,0,2,7,0
25/10/2022,Hospital Seberang Jaya,Pulau Pinang,8,2,2,4,0,6,2,8,0,0,0,8,0,0,2,4,2
25/10/2022,Hospital Pulau Pinang,Pulau Pinang,145,26,25,87,7,77,68,142,3,0,0,134,11,0,56,45,44
25/10/2022,Hospital Raja Permaisuri Bainun,Perak,145,38,37,60,10,15,130,143,2,0,0,26,1,118,41,79,25
25/10/2022,Hospital Taiping,Perak,23,6,6,10,1,7,16,23,0,0,0,22,1,0,5,17,1
25/10/2022,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,5,1,2,2,0,5,0,4,1,0,0,5,0,0,0,5,0
25/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,9,2,3,3,1,9,0,9,0,0,0,7,2,0,1,7,1
25/10/2022,Hospital Queen Elizabeth II,Sabah,28,6,11,10,1,12,16,26,2,0,0,24,2,2,6,18,4
25/10/2022,Hospital Duchess Of Kent,Sabah,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
25/10/2022,Hospital Tawau,Sabah,3,2,0,1,0,3,0,3,0,0,0,3,0,0,0,2,1
25/10/2022,Hospital Umum Sarawak,Sarawak,43,11,9,17,6,32,11,43,0,0,0,42,0,1,5,37,1
25/10/2022,Hospital Miri,Sarawak,7,2,1,4,0,7,0,7,0,0,0,7,0,0,1,6,0
25/10/2022,Hospital Sibu,Sarawak,6,0,3,3,0,6,0,6,0,0,0,6,0,0,0,6,0
25/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),446,107,121,203,15,110,336,427,11,8,0,312,130,4,104,250,92
26/10/2022,Hospital Sultanah Nora Ismail,Johor,65,15,23,22,5,3,62,65,0,0,0,65,0,0,8,12,45
26/10/2022,Hospital Sultanah Aminah,Johor,74,17,24,30,3,23,51,74,0,0,0,69,5,0,24,23,27
26/10/2022,Hospital Sultanah Bahiyah,Kedah,64,8,17,33,6,20,44,64,0,0,0,35,29,0,32,22,10
26/10/2022,Hospital Raja Perempuan Zainab II,Kelantan,115,33,30,42,10,26,89,115,0,0,0,74,38,3,58,37,20
26/10/2022,Hospital Melaka,Melaka,20,1,4,13,2,20,0,19,1,0,0,19,1,0,1,15,4
26/10/2022,Hospital Tuanku Jaafar,Negeri Sembilan,21,6,6,9,0,21,0,21,0,0,0,14,7,0,1,19,1
26/10/2022,Hospital Tengku Ampuan Afzan,Pahang,42,11,16,13,2,9,33,42,0,0,0,40,2,0,9,20,13
26/10/2022,Hospital Sultan Haji Ahmad Shah,Pahang,2,1,0,1,0,2,0,2,0,0,0,2,0,0,0,2,0
26/10/2022,Hospital Seberang Jaya,Pulau Pinang,29,9,6,12,2,14,15,29,0,0,0,28,1,0,1,25,3
26/10/2022,Hospital Pulau Pinang,Pulau Pinang,59,15,9,34,1,59,0,53,6,0,0,59,0,0,10,40,9
26/10/2022,Hospital Raja Permaisuri Bainun,Perak,96,21,27,42,6,12,84,94,2,0,0,94,2,0,15,49,32
26/10/2022,Hospital Taiping,Perak,12,2,5,5,0,12,0,11,1,0,0,12,0,0,2,9,1
26/10/2022,Hospital Seri Manjung,Perak,18,7,1,10,0,5,13,18,0,0,0,15,3,0,3,14,1
26/10/2022,Hospital Tengku Ampuan Rahimah,Selangor,48,10,13,24,1,9,39,47,1,0,0,44,4,0,12,26,10
26/10/2022,Hospital Sultanah Nur Zahirah,Terengganu,102,26,24,46,6,9,93,100,2,0,0,31,71,0,59,33,10
26/10/2022,Hospital Queen Elizabeth II,Sabah,54,8,21,23,2,7,47,53,1,0,0,41,9,4,17,30,7
26/10/2022,Hospital Duchess Of Kent,Sabah,11,1,4,5,1,1,10,11,0,0,0,10,0,1,1,10,0
26/10/2022,Hospital Tawau,Sabah,8,2,1,5,0,8,0,8,0,0,0,8,0,0,0,8,0
26/10/2022,Hospital Umum Sarawak,Sarawak,56,8,24,17,7,31,25,55,1,0,0,54,2,0,12,35,9
26/10/2022,Hospital Miri,Sarawak,35,5,12,15,3,15,20,35,0,0,0,33,1,1,18,11,6
26/10/2022,Hospital Sibu,Sarawak,44,7,8,22,7,8,36,44,0,0,0,26,18,0,20,11,13
26/10/2022,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),670,173,167,304,26,98,572,647,14,9,0,374,290,6,185,356,129
27/10/2022,Hospital Sultanah Nora Ismail,Johor,5,0,2,3,0,5,0,5,0,0,0,5,0,0,0,4,1
27/10/2022,Hospital Sultanah Aminah,Johor,64,14,21,28,1,28,36,64,0,0,0,61,1,2,13,40,11
27/10/2022,Hospital Sultanah Bahiyah,Kedah,57,18,18,21,0,13,44,57,0,0,0,52,5,0,3,43,11
